name,email,phone,address,gender,qualification,experience_years,rating,fees_inr,success_rate,position,img_url,legal_issues
Mason Biswas,ekaja85@example.org,06897041823,"240, Sinha Zila, Panchkula-110216",male,Advocate,4,3.8,9850,0.71,Partner,https://randomuser.me/api/portraits/men/49.jpg,child_custody|cyber_bullying|property_dispute
Quincy Dora,bdugar@example.net,05730338935,"33/25, Dugal Circle, Bhilai-531161",female,PhD in Law,35,3.15,18175,0.58,Senior Lawyer,https://randomuser.me/api/portraits/women/76.jpg,bribery_corruption
Mahika Nadig,wbandi@example.com,+916810976443,"34, Dey, Begusarai-085465",other,LLM,28,3.91,19660,0.8,Legal Advisor,https://randomuser.me/api/portraits/women/57.jpg,labor_rights_violation|cyber_crime|rent_eviction
Tristan Hari,qbanerjee@example.net,1094782374,"28/04, Mammen Street, Sasaram-516280",other,Senior Advocate,33,3.2,19574,0.59,Legal Advisor,https://randomuser.me/api/portraits/women/38.jpg,harassment|labor_rights_violation|cyber_bullying
Tara Prabhu,ahluwalianitara@example.com,4996459566,"51/629, Murty, Agra-519575",female,LLM,5,4.33,2134,0.57,Senior Lawyer,https://randomuser.me/api/portraits/women/79.jpg,property_dispute|child_custody
Urmi Khalsa,anvikhanna@example.net,+918971343402,"H.No. 881, Chopra Zila, Asansol 694709",male,PhD in Law,36,4.86,14752,0.53,Consultant,https://randomuser.me/api/portraits/men/41.jpg,domestic_violence|bribery_corruption
Robert Bhalla,george47@example.com,5183206893,"215, Khalsa Street, Vellore-486873",female,Advocate,15,4.33,9048,0.57,Legal Advisor,https://randomuser.me/api/portraits/women/58.jpg,rent_eviction|bribery_corruption|domestic_violence
Karan Rastogi,mekhala92@example.org,6661354591,"57/93, Mann Circle, Panipat 819463",female,LLM,38,4.88,12625,0.92,Senior Lawyer,https://randomuser.me/api/portraits/women/27.jpg,bribery_corruption|FIR_denial|cyber_bullying
Ira Chopra,omkaar52@example.com,1823930802,"H.No. 743, Vig Marg, Mysore-825777",female,PhD in Law,12,3.32,5159,0.51,Senior Lawyer,https://randomuser.me/api/portraits/women/5.jpg,property_dispute
Hardik Patla,karan87@example.com,4689460506,"607, Mammen Ganj, Raebareli 974969",male,Senior Advocate,36,3.37,9655,0.76,Associate Lawyer,https://randomuser.me/api/portraits/men/43.jpg,domestic_violence
Eesha Sura,anthonydass@example.com,+910398678470,"61/78, Maharaj Ganj, Hajipur-810648",other,Advocate,3,4.79,13715,0.75,Associate Lawyer,https://randomuser.me/api/portraits/women/85.jpg,labor_rights_violation
Zarna Keer,salvisamesh@example.com,8358404256,"654, Sabharwal Path, Serampore 339001",male,LLM,34,4.51,16081,0.7,Legal Advisor,https://randomuser.me/api/portraits/men/30.jpg,harassment
Timothy Mahal,gupadhyay@example.net,00138441750,"26/459, Sridhar Ganj, Nanded-099545",female,LLB,10,4.62,4244,0.71,Legal Advisor,https://randomuser.me/api/portraits/women/7.jpg,FIR_denial|consumer_rights
Frado Mangal,dkalita@example.com,08295539464,"70, Hegde Street, Saharanpur 643050",male,PhD in Law,30,3.07,1236,0.52,Associate Lawyer,https://randomuser.me/api/portraits/men/26.jpg,workplace_discrimination|bribery_corruption|cyber_crime
Lekha Bava,asinha@example.org,08942158511,"H.No. 70, Sabharwal Path, Alwar-602059",other,PhD in Law,17,3.3,13581,0.56,Legal Advisor,https://randomuser.me/api/portraits/women/88.jpg,dowry
Dhriti Sami,luthrachasmum@example.net,02438989304,"41/575, Solanki Chowk, Jamalpur-247953",other,PhD in Law,17,3.84,11871,0.78,Senior Lawyer,https://randomuser.me/api/portraits/women/66.jpg,domestic_violence
Jackson Varty,jagdish12@example.com,+916754695465,"H.No. 485, Seshadri, Bhavnagar-791798",other,PhD in Law,39,4.79,12132,0.53,Legal Advisor,https://randomuser.me/api/portraits/women/67.jpg,labor_rights_violation|dowry|child_custody
Vedant Arora,vivaanvora@example.com,08323897656,"070, Chaudry, Gorakhpur 425835",other,LLM,6,3.25,6162,0.95,Partner,https://randomuser.me/api/portraits/women/32.jpg,rent_eviction|workplace_discrimination|consumer_rights
Eesha Bassi,sdivan@example.com,3989881130,"55/220, Bhakta Marg, Ulhasnagar-547431",male,PhD in Law,25,4.84,19141,0.63,Associate Lawyer,https://randomuser.me/api/portraits/men/15.jpg,harassment
Ojasvi Sarna,awagle@example.org,+916884934215,"968, Sodhi Road, Malegaon 515101",male,PhD in Law,21,3.6,7061,0.66,Senior Lawyer,https://randomuser.me/api/portraits/men/49.jpg,rent_eviction|labor_rights_violation|workplace_discrimination
Ikbal Shankar,tiwariquincy@example.net,1240160035,"72/72, Agarwal Zila, Ghaziabad 387632",male,LLB,13,4.88,8810,0.7,Partner,https://randomuser.me/api/portraits/men/9.jpg,harassment|rent_eviction
Ira Barad,maanav97@example.net,09489044350,"12, Kibe Marg, Begusarai 045232",male,LLM,1,3.07,13932,0.71,Partner,https://randomuser.me/api/portraits/men/13.jpg,workplace_discrimination|bribery_corruption
Tanmayi Sachar,gchand@example.net,6799953700,"40, Anand Marg, Orai-060577",male,Advocate,2,3.99,11919,0.7,Senior Lawyer,https://randomuser.me/api/portraits/men/22.jpg,bribery_corruption|labor_rights_violation
Jhalak Choudhury,yauvanibutala@example.org,3875761247,"05, Kaur Circle, Adoni-451092",other,LLM,37,4.15,19502,0.96,Legal Advisor,https://randomuser.me/api/portraits/women/95.jpg,dowry|consumer_rights
Jeevika Sankaran,vihaan40@example.com,+911078688830,"43/541, Ram Zila, Katni-462379",male,LLB,22,3.25,7717,0.96,Legal Advisor,https://randomuser.me/api/portraits/men/48.jpg,cyber_crime|bribery_corruption
Jason Bhardwaj,uramakrishnan@example.org,07148261623,"44, Sunder Ganj, Srikakulam 147588",other,Senior Advocate,4,4.51,17579,0.56,Partner,https://randomuser.me/api/portraits/women/22.jpg,cyber_bullying
Gaurangi Lad,leena14@example.net,+917936678107,"542, Dewan Street, Malegaon 188810",male,PhD in Law,13,4.02,17450,0.7,Legal Advisor,https://randomuser.me/api/portraits/men/24.jpg,harassment
Harrison Setty,mayabehl@example.com,+918407136135,"H.No. 613, Pradhan Circle, Loni 029585",female,Advocate,22,3.82,19658,0.66,Partner,https://randomuser.me/api/portraits/women/6.jpg,labor_rights_violation|property_dispute|child_custody
Faraj Mittal,koshyaashi@example.com,3336230670,"H.No. 90, Garde, Eluru-623885",male,LLM,27,3.66,15125,0.59,Senior Lawyer,https://randomuser.me/api/portraits/men/46.jpg,workplace_discrimination|harassment|property_dispute
Ria Karnik,aparsa@example.com,7137706389,"861, Chaudhari Path, Thiruvananthapuram 665402",other,Advocate,17,4.74,16074,0.69,Senior Lawyer,https://randomuser.me/api/portraits/women/63.jpg,dowry|cyber_crime
Vansha Sanghvi,okala@example.net,09870113458,"10/848, Bath Circle, Kanpur 451529",other,PhD in Law,36,4.58,17201,0.58,Partner,https://randomuser.me/api/portraits/women/24.jpg,domestic_violence|rent_eviction
Mason Subramanian,mittalojasvi@example.org,+917197331152,"27, Bhatti Nagar, Secunderabad-989600",male,LLM,1,3.47,12282,0.95,Legal Advisor,https://randomuser.me/api/portraits/men/87.jpg,harassment|FIR_denial|property_dispute
Jagvi Minhas,modyrehaan@example.com,6744762732,"99, Deol Ganj, Kottayam-948813",female,LLB,1,3.93,15311,0.77,Senior Lawyer,https://randomuser.me/api/portraits/women/63.jpg,consumer_rights|property_dispute|child_custody
Yauvani Ranganathan,hardik97@example.com,+912980920811,"55/165, Misra Marg, Tiruppur-533655",female,LLM,23,4.02,9512,0.64,Legal Advisor,https://randomuser.me/api/portraits/women/13.jpg,labor_rights_violation
Warinder Bawa,kbatta@example.net,6880939862,"44, Pillai Ganj, Moradabad 792391",female,LLM,19,4.77,8237,0.99,Consultant,https://randomuser.me/api/portraits/women/88.jpg,bribery_corruption|child_custody
Lucky Nadig,christophervohra@example.net,+911471499729,"56/763, Hans Road, Ambala 796181",other,Senior Advocate,19,4.57,16962,0.71,Legal Advisor,https://randomuser.me/api/portraits/women/88.jpg,rent_eviction
Bhavika Sarna,apandya@example.com,09748929357,"H.No. 633, Nigam Street, Tiruchirappalli-753156",male,PhD in Law,16,4.78,17762,0.98,Consultant,https://randomuser.me/api/portraits/men/94.jpg,rent_eviction
Aryan Om,waliaharrison@example.net,5411798961,"H.No. 31, Nanda Chowk, Ambala-366190",male,LLM,32,4.85,4741,0.59,Partner,https://randomuser.me/api/portraits/men/56.jpg,bribery_corruption|consumer_rights
Chameli Khosla,brijeshbedi@example.com,+914190470265,"57/02, Apte Street, Malegaon-128055",other,Senior Advocate,13,4.96,18196,0.78,Legal Advisor,https://randomuser.me/api/portraits/women/20.jpg,workplace_discrimination|child_custody|labor_rights_violation
Gautami Brahmbhatt,indali03@example.net,7135469203,"32/16, Toor Chowk, Etawah 604757",other,Senior Advocate,37,3.76,8980,0.92,Legal Advisor,https://randomuser.me/api/portraits/women/68.jpg,workplace_discrimination|domestic_violence|property_dispute
Yoshita Rajan,shroffridhi@example.org,2460121293,"78/51, Dalal Street, Ghaziabad 839429",male,Senior Advocate,3,3.64,1493,0.91,Partner,https://randomuser.me/api/portraits/men/31.jpg,property_dispute|dowry|workplace_discrimination
Ekaraj Sagar,takindali@example.com,9627216474,"332, Bansal Circle, Jhansi-547117",male,Senior Advocate,22,3.36,17367,0.92,Associate Lawyer,https://randomuser.me/api/portraits/men/29.jpg,cyber_crime|FIR_denial|dowry
Udyati Sabharwal,brijeshchhabra@example.com,+919726682036,"63/63, Chad Chowk, Bikaner 165070",female,Advocate,38,3.03,16144,0.96,Partner,https://randomuser.me/api/portraits/women/47.jpg,cyber_bullying
Faris Lall,pdar@example.com,08636650890,"65/15, Contractor Circle, South Dumdum-300750",other,PhD in Law,40,3.8,7844,0.65,Partner,https://randomuser.me/api/portraits/women/13.jpg,bribery_corruption
Chaman Kashyap,gavindalal@example.org,+918178227466,"23, Gola Chowk, Bardhaman-836523",male,Advocate,9,3.28,2045,0.91,Legal Advisor,https://randomuser.me/api/portraits/men/20.jpg,labor_rights_violation
Anya Venkataraman,garganita@example.com,01190035677,"44/311, Bandi Path, Lucknow 425031",male,LLB,29,4.17,15681,0.55,Senior Lawyer,https://randomuser.me/api/portraits/men/2.jpg,cyber_crime|FIR_denial|domestic_violence
Vinaya Setty,brijeshtaneja@example.com,0795841661,"H.No. 968, Prashad Nagar, Mirzapur 037509",female,LLM,1,3.75,10471,0.71,Legal Advisor,https://randomuser.me/api/portraits/women/98.jpg,harassment|consumer_rights
Jyoti Master,nsinghal@example.org,1279502445,"675, Bali Path, Anand-804709",other,Advocate,11,3.46,11745,0.78,Consultant,https://randomuser.me/api/portraits/women/3.jpg,property_dispute
Victor Ahluwalia,vdar@example.org,1349275924,"H.No. 115, Sem Ganj, Meerut-162019",other,PhD in Law,16,4.08,10883,0.79,Consultant,https://randomuser.me/api/portraits/women/14.jpg,consumer_rights|domestic_violence
Isha Dhar,udyati90@example.org,2600867358,"H.No. 59, Loyal, Hapur 774997",female,LLM,38,4.19,14766,0.96,Legal Advisor,https://randomuser.me/api/portraits/women/29.jpg,cyber_crime|FIR_denial
Ryan Dave,vaishnavi77@example.net,+917934588823,"65/626, Murthy Ganj, Bhind-720716",female,LLM,32,3.18,17792,0.69,Associate Lawyer,https://randomuser.me/api/portraits/women/46.jpg,domestic_violence|labor_rights_violation|harassment
Ekani Yogi,chatterjeeyashodhara@example.org,05603774052,"15/37, Mani Marg, Karnal-240734",male,LLB,31,3.89,3406,0.92,Legal Advisor,https://randomuser.me/api/portraits/men/29.jpg,consumer_rights
Ria Rao,chokshideepa@example.net,07289784532,"H.No. 036, Randhawa Nagar, Bhubaneswar-362207",male,LLB,30,3.75,19433,0.87,Partner,https://randomuser.me/api/portraits/men/8.jpg,harassment
Ishita Rattan,basuaachal@example.org,2853744432,"13/59, Soni Chowk, Malda-202445",male,Advocate,12,3.41,15175,0.84,Senior Lawyer,https://randomuser.me/api/portraits/men/55.jpg,rent_eviction|domestic_violence
Manthan Dhingra,varenyamajumdar@example.com,08643056004,"H.No. 622, Taneja Ganj, Saharanpur-400370",male,Advocate,15,3.99,3605,0.97,Partner,https://randomuser.me/api/portraits/men/95.jpg,harassment|child_custody|workplace_discrimination
Bhavna Tak,neelkarpe@example.net,09071434270,"H.No. 837, Rajagopalan Ganj, Bhubaneswar 526269",male,LLB,32,4.99,6263,0.92,Consultant,https://randomuser.me/api/portraits/men/16.jpg,child_custody|cyber_crime
Dayamai Sura,sara68@example.org,+910694341460,"H.No. 791, Bumb Street, Tirupati 067542",other,LLB,12,3.39,19181,0.79,Consultant,https://randomuser.me/api/portraits/women/57.jpg,domestic_violence
Upadhriti Mital,gmani@example.net,04993841217,"H.No. 603, Saraf Ganj, Nadiad-208653",male,LLB,13,4.26,4796,0.96,Legal Advisor,https://randomuser.me/api/portraits/men/54.jpg,domestic_violence
David Sehgal,jagdish61@example.net,+910255340025,"95/834, Deshpande Path, Sagar-265353",other,Senior Advocate,34,3.52,11825,0.58,Consultant,https://randomuser.me/api/portraits/women/13.jpg,dowry
Ekaraj Hayre,mekhalasaha@example.com,2756942996,"48/09, Ghose Chowk, Howrah 662317",male,Senior Advocate,25,4.68,1609,0.59,Senior Lawyer,https://randomuser.me/api/portraits/men/31.jpg,property_dispute
Isaac Gara,widishasaxena@example.net,8768421812,"H.No. 501, Gole Marg, Navi Mumbai-557789",other,Advocate,2,3.92,7598,0.64,Associate Lawyer,https://randomuser.me/api/portraits/women/83.jpg,consumer_rights
Bina Karpe,yatin43@example.com,04134189491,"H.No. 497, Khosla Path, Pudukkottai 905640",female,LLB,14,3.36,3591,0.57,Legal Advisor,https://randomuser.me/api/portraits/women/7.jpg,FIR_denial
Logan Kala,chandran79@example.org,08729498805,"900, Thaman Circle, Saharsa 342861",female,LLM,26,4.28,10688,0.88,Legal Advisor,https://randomuser.me/api/portraits/women/2.jpg,dowry|workplace_discrimination
Rudra Sastry,zaid05@example.net,6496682857,"48/28, Saraf Road, Guna 565433",female,LLB,37,4.64,19829,0.83,Consultant,https://randomuser.me/api/portraits/women/44.jpg,dowry|child_custody
Leena Savant,ugara@example.net,8481870730,"H.No. 15, Grover Street, Pudukkottai 770415",female,PhD in Law,1,4.55,1235,0.91,Legal Advisor,https://randomuser.me/api/portraits/women/48.jpg,consumer_rights|labor_rights_violation
Nidra Halder,shethchaman@example.org,+911413541507,"82/648, Gaba Marg, Bhavnagar-830284",male,Advocate,36,3.97,9226,0.73,Partner,https://randomuser.me/api/portraits/men/74.jpg,workplace_discrimination
Veer Wagle,smukhopadhyay@example.net,02909055196,"78/28, Grover Circle, Bilaspur 210371",male,LLM,18,3.28,2952,0.83,Consultant,https://randomuser.me/api/portraits/men/25.jpg,child_custody|labor_rights_violation|workplace_discrimination
Anmol Bhattacharyya,sidhumohammed@example.net,08524841065,"75/879, Soni Circle, Saharsa-996777",other,LLB,14,3.69,6961,0.75,Partner,https://randomuser.me/api/portraits/women/3.jpg,dowry|domestic_violence|FIR_denial
Urishilla Sama,triya87@example.net,+917507003956,"H.No. 45, Nazareth Ganj, Ujjain-935772",male,LLB,39,4.49,7706,0.54,Associate Lawyer,https://randomuser.me/api/portraits/men/45.jpg,rent_eviction
Naksh Arora,thakervasatika@example.net,1942583018,"H.No. 932, Madan Chowk, Mumbai-354825",other,Senior Advocate,25,3.8,11828,0.97,Legal Advisor,https://randomuser.me/api/portraits/women/74.jpg,labor_rights_violation
Victor Saraf,zjayaraman@example.net,05305877529,"06, Kala Circle, Medininagar-794497",male,LLB,13,4.78,8571,0.55,Senior Lawyer,https://randomuser.me/api/portraits/men/41.jpg,consumer_rights|bribery_corruption
Upasna Chandra,jdayal@example.org,02917671442,"40/504, Mangal Chowk, Bharatpur 069673",other,PhD in Law,10,4.83,4485,0.91,Senior Lawyer,https://randomuser.me/api/portraits/women/99.jpg,cyber_bullying|domestic_violence|harassment
Laban Borde,hema13@example.com,03277009574,"13, Seth Chowk, Jamshedpur 875484",female,LLM,7,4.89,7563,0.68,Legal Advisor,https://randomuser.me/api/portraits/women/4.jpg,child_custody
Tejas Suresh,kallarajata@example.net,+919100601397,"05, Chowdhury Path, Hindupur-384628",other,LLM,34,4.15,7740,0.71,Consultant,https://randomuser.me/api/portraits/women/74.jpg,labor_rights_violation|rent_eviction|harassment
Pallavi Vala,biswasradha@example.com,05002173435,"H.No. 13, Agarwal Circle, Jaipur 326333",other,Advocate,16,4.61,12724,0.73,Legal Advisor,https://randomuser.me/api/portraits/women/48.jpg,FIR_denial
Aarav Chakrabarti,ithaker@example.org,1972752750,"H.No. 213, Aggarwal Marg, Singrauli-156541",male,LLB,38,3.57,9583,0.64,Senior Lawyer,https://randomuser.me/api/portraits/men/82.jpg,property_dispute|rent_eviction
Tamanna Goyal,xbhagat@example.com,8286079300,"15/38, Bhalla Marg, Guntur-598701",female,Senior Advocate,1,3.8,13268,0.8,Partner,https://randomuser.me/api/portraits/women/89.jpg,dowry|rent_eviction
Pratyush Sani,azadsaran@example.com,5308436191,"H.No. 91, Nori Path, Ambattur-983708",female,Senior Advocate,20,4.4,2044,0.97,Associate Lawyer,https://randomuser.me/api/portraits/women/18.jpg,labor_rights_violation|child_custody|domestic_violence
Vinaya Ramanathan,ayushman52@example.com,00421638784,"H.No. 563, Nagar Street, Muzaffarpur 012778",male,Senior Advocate,30,4.31,11817,0.77,Consultant,https://randomuser.me/api/portraits/men/79.jpg,labor_rights_violation|dowry
Rachit Vyas,mekhala03@example.org,3459965683,"H.No. 176, Chandran, Latur-011907",male,Senior Advocate,17,4.62,17279,0.94,Partner,https://randomuser.me/api/portraits/men/90.jpg,property_dispute
Omisha Shetty,daksha08@example.net,03050130212,"476, Ben Road, Guntakal-614017",female,Senior Advocate,21,3.11,4409,0.71,Legal Advisor,https://randomuser.me/api/portraits/women/47.jpg,property_dispute
Girish Bansal,srinivasyamini@example.com,6438588431,"92, Ratta Nagar, Pali 997971",male,Advocate,10,3.89,13591,0.8,Legal Advisor,https://randomuser.me/api/portraits/men/89.jpg,child_custody|FIR_denial|property_dispute
Pranit Pai,falakghosh@example.net,+916947429734,"H.No. 60, Parsa, Gurgaon-629247",female,PhD in Law,14,4.31,6876,0.78,Legal Advisor,https://randomuser.me/api/portraits/women/31.jpg,bribery_corruption
Zarna Jayaraman,vanshachowdhury@example.com,08101008586,"H.No. 68, Buch Road, Giridih-625734",female,LLM,28,3.54,13578,0.87,Legal Advisor,https://randomuser.me/api/portraits/women/47.jpg,cyber_bullying|workplace_discrimination|bribery_corruption
Idika Ravel,henry63@example.org,6039958387,"37, Solanki Zila, Sambhal-041047",female,Advocate,20,3.4,7264,0.92,Partner,https://randomuser.me/api/portraits/women/60.jpg,FIR_denial|bribery_corruption|rent_eviction
Meghana Ramakrishnan,kannanamara@example.com,04773078120,"732, Rattan Chowk, Aurangabad 423741",male,PhD in Law,13,3.28,8647,0.53,Associate Lawyer,https://randomuser.me/api/portraits/men/49.jpg,domestic_violence|FIR_denial|cyber_bullying
Tarak Desai,agastyamanda@example.net,5872833189,"69/89, Bath Road, Aurangabad 674442",male,PhD in Law,10,4.46,9815,0.64,Associate Lawyer,https://randomuser.me/api/portraits/men/25.jpg,workplace_discrimination
Henry Dube,hcheema@example.com,+914800673905,"91, Chaudhary Road, Hyderabad-729459",male,PhD in Law,1,4.66,8388,0.91,Senior Lawyer,https://randomuser.me/api/portraits/men/34.jpg,rent_eviction|bribery_corruption
